item_id,file_type,language,is_restricted,ocr_text_extracted,collection_id,subject_tags,file_size_mb,num_pages_or_frames,content_length_tokens,access_count_30d,duration_seconds,upload_year,upload_day_of_year,num_detected_objects
ITEM-0000246,pdf,ar,true,true,COLL-020,"thesis,accessibility",13.38,251,6626,9,28.51,2016,265,1
ITEM-0000247,text,it,false,true,COLL-003,"training material,metadata quality,digital preservation",1.0,292,267,5,76.58,2018,168,0
ITEM-0000248,text,zh,false,true,COLL-002,linguistics,7.73,72,19607,12,44.33,2019,341,1
ITEM-0000249,pdf,fa,false,true,COLL-018,"policy,poster,thesis",2.39,351,947,11,96.98,2021,76,0
ITEM-0000250,text,fr,false,true,COLL-007,digital preservation,9.79,67,28406,2,47.38,2016,128,0
ITEM-0000251,image,zh,false,true,COLL-003,metadata quality,1.33,153,991,2,118.59,2024,130,0
ITEM-0000252,pdf,fa,false,true,COLL-019,"poster,accessibility,linguistics",11.35,316,14050,17,39.14,2025,104,1
ITEM-0000253,text,it,false,true,COLL-006,"metadata quality,digital preservation",11.47,226,22551,3,94.29,2017,351,1
ITEM-0000254,text,zh,false,true,COLL-010,"audio interview,policy",12.56,171,15862,12,4.65,2023,133,0
ITEM-0000255,text,ar,false,true,COLL-003,policy,17.24,118,12469,3,116.7,2023,125,1
ITEM-0000256,pdf,fr,true,true,COLL-013,training material,4.62,314,1655,13,88.91,2024,76,1
ITEM-0000257,text,en,false,true,COLL-009,"policy,training material",17.65,79,11577,0,20.85,2015,136,0
ITEM-0000258,text,fr,false,true,COLL-018,"video lecture,digital preservation",8.24,240,12927,3,81.74,2021,242,1
ITEM-0000259,text,en,false,true,COLL-007,linguistics,16.83,96,27572,8,89.88,2015,113,1
ITEM-0000260,image,en,false,true,COLL-006,"machine learning,thesis,audio interview",4.89,312,938,6,32.29,2024,255,0
ITEM-0000261,text,ar,false,true,COLL-010,"training material,poster,metadata quality",12.36,379,28244,9,85.53,2019,275,1
ITEM-0000262,image,es,false,true,COLL-009,"video lecture,audio interview,poster",11.9,241,26704,0,61.38,2018,127,1
ITEM-0000263,pdf,fa,false,true,COLL-001,"policy,audio interview,poster",13.29,314,9912,20,35.85,2025,33,0
ITEM-0000264,image,de,false,true,COLL-016,"video lecture,training material,audio interview",18.18,348,6157,12,46.59,2018,310,0
ITEM-0000265,text,fr,false,false,COLL-003,video lecture,16.99,291,8198,17,21.74,2023,113,0
ITEM-0000266,image,zh,false,true,COLL-002,"poster,linguistics,accessibility",4.85,219,1916,9,50.46,2017,337,1
ITEM-0000267,pdf,fr,false,true,COLL-014,"policy,digital preservation,video lecture",9.71,245,27305,6,60.06,2019,232,1
ITEM-0000268,image,en,true,true,COLL-006,"digital preservation,policy,accessibility",17.32,220,20977,5,93.47,2018,188,0
ITEM-0000269,pdf,en,false,true,COLL-001,"training material,thesis",3.02,269,926,13,76.02,2019,110,1
ITEM-0000270,pdf,es,false,true,COLL-006,machine learning,0.85,165,609,0,75.2,2018,183,1
ITEM-0000271,image,fr,false,false,COLL-012,digital preservation,6.31,355,22048,9,54.71,2019,316,1
ITEM-0000272,pdf,fr,false,true,COLL-002,"linguistics,audio interview",18.99,117,12350,12,2.29,2023,85,0
ITEM-0000273,pdf,en,false,true,COLL-013,training material,15.54,388,6571,19,5.83,2022,121,0
ITEM-0000274,text,es,false,true,COLL-020,"digital preservation,metadata quality,accessibility",5.43,372,27470,4,24.66,2018,138,0
ITEM-0000275,image,de,false,true,COLL-007,"metadata quality,audio interview",10.48,104,8735,19,14.13,2017,83,1
ITEM-0000276,pdf,en,false,false,COLL-019,"policy,digital preservation,accessibility",3.63,296,525,17,59.56,2017,230,1
ITEM-0000277,text,zh,false,true,COLL-006,audio interview,15.7,181,8319,2,86.83,2020,45,0
ITEM-0000278,pdf,fr,false,false,COLL-020,"accessibility,video lecture",7.52,98,8797,10,51.12,2015,40,0
ITEM-0000279,text,it,false,true,COLL-006,digital preservation,16.39,283,18115,5,13.66,2024,137,1
ITEM-0000280,image,it,false,true,COLL-006,"metadata quality,video lecture,machine learning",14.08,103,10223,1,117.79,2025,80,1
ITEM-0000281,pdf,es,false,true,COLL-017,"poster,linguistics,thesis",17.32,107,20994,4,57.97,2019,345,1
ITEM-0000282,image,de,false,true,COLL-013,training material,19.57,366,27552,10,62.29,2019,312,0
ITEM-0000283,text,fr,true,true,COLL-008,"audio interview,machine learning",17.9,130,26082,19,6.55,2024,203,1
ITEM-0000284,text,it,true,true,COLL-011,policy,10.39,170,18214,17,77.2,2020,55,0
ITEM-0000285,pdf,zh,false,true,COLL-015,"video lecture,machine learning",15.03,68,18511,0,12.32,2024,96,0
ITEM-0000286,image,ar,false,true,COLL-008,video lecture,16.42,357,25308,14,39.84,2023,14,1
ITEM-0000287,pdf,en,false,true,COLL-014,audio interview,7.43,330,14567,20,115.73,2022,319,1
ITEM-0000288,pdf,ar,false,true,COLL-019,policy,12.41,160,17874,6,14.49,2024,91,1
ITEM-0000289,image,en,false,true,COLL-019,"training material,digital preservation",9.42,305,9411,18,114.74,2020,347,0
ITEM-0000290,image,ar,false,true,COLL-020,"thesis,audio interview,metadata quality",13.99,103,9206,5,87.66,2022,137,1
ITEM-0000291,image,zh,false,true,COLL-011,"training material,thesis,poster",19.29,120,9370,9,54.34,2021,276,1
ITEM-0000292,image,fr,false,true,COLL-011,"accessibility,video lecture,training material",4.59,394,1986,9,82.39,2022,353,0
ITEM-0000293,text,en,false,true,COLL-005,linguistics,9.87,263,28269,18,113.12,2024,308,1
ITEM-0000294,pdf,zh,false,true,COLL-012,"accessibility,poster",1.6,196,429,8,90.02,2016,235,1
ITEM-0000295,image,zh,false,true,COLL-013,"metadata quality,video lecture",17.43,381,29327,17,103.78,2017,243,1
ITEM-0000296,pdf,ar,false,true,COLL-020,thesis,19.33,153,13235,1,1.56,2024,113,1
ITEM-0000297,image,es,false,true,COLL-018,"digital preservation,linguistics",6.24,145,7440,5,118.01,2023,89,0
ITEM-0000298,text,en,false,true,COLL-010,"poster,training material",11.89,129,20280,8,0.68,2016,265,0
ITEM-0000299,image,fr,false,true,COLL-003,"thesis,linguistics",7.48,316,11025,10,63.05,2023,299,0
ITEM-0000300,image,en,false,true,COLL-008,"poster,linguistics,thesis",13.44,366,12158,10,43.3,2021,108,1
ITEM-0000301,image,zh,true,true,COLL-012,"training material,policy,poster",19.2,247,8715,10,45.76,2021,21,1
ITEM-0000302,image,en,false,true,COLL-007,"metadata quality,accessibility,thesis",1.36,92,1152,20,23.1,2016,321,0
ITEM-0000303,image,ar,true,true,COLL-006,"training material,accessibility",10.99,128,7363,13,77.59,2020,55,0
ITEM-0000304,text,fa,false,true,COLL-004,"machine learning,poster,accessibility",11.71,248,18357,7,109.32,2022,25,1
ITEM-0000305,image,zh,false,true,COLL-015,"metadata quality,machine learning",15.24,233,7378,18,5.46,2018,92,0
ITEM-0000306,image,fr,false,false,COLL-012,training material,9.74,250,29469,17,26.38,2025,280,1
ITEM-0000307,image,es,false,true,COLL-012,metadata quality,17.56,343,5164,4,14.79,2021,9,1
ITEM-0000308,pdf,fr,false,true,COLL-002,"policy,training material,accessibility",18.16,163,11029,16,17.09,2017,65,1
ITEM-0000309,text,ar,false,true,COLL-004,"poster,accessibility",6.17,347,11468,2,30.08,2025,245,1
ITEM-0000310,image,fr,false,true,COLL-011,"digital preservation,machine learning",18.05,365,15759,10,58.3,2022,284,1
ITEM-0000311,text,fr,false,true,COLL-016,"policy,video lecture",6.61,273,25998,7,85.46,2024,155,1
ITEM-0000312,text,fr,false,true,COLL-003,"accessibility,machine learning,training material",15.61,380,10759,15,66.2,2024,161,0
ITEM-0000313,text,it,false,true,COLL-013,poster,12.82,158,24334,18,69.47,2021,68,0
ITEM-0000314,text,en,false,true,COLL-020,"digital preservation,training material,linguistics",14.8,311,21420,9,16.07,2019,165,0
ITEM-0000315,image,it,false,true,COLL-016,accessibility,9.2,387,23540,5,67.96,2023,93,0
ITEM-0000316,text,it,false,true,COLL-011,training material,5.65,315,11775,7,5.14,2019,129,1
ITEM-0000317,image,fa,false,true,COLL-003,"audio interview,metadata quality,thesis",12.85,346,13628,8,100.18,2019,82,0
ITEM-0000318,image,en,false,true,COLL-006,accessibility,10.57,299,16306,11,98.07,2024,347,1
ITEM-0000319,image,es,false,true,COLL-011,"accessibility,policy,poster",10.53,130,11124,8,25.38,2021,274,1
ITEM-0000320,pdf,fr,false,true,COLL-019,machine learning,9.84,61,18464,18,19.35,2015,177,0
ITEM-0000321,image,zh,false,true,COLL-020,"policy,digital preservation",3.74,356,930,5,62.0,2024,312,0
ITEM-0000322,image,zh,false,true,COLL-015,"poster,accessibility,thesis",4.78,348,1727,13,72.1,2021,361,0
ITEM-0000323,pdf,es,false,false,COLL-020,training material,7.88,317,11630,4,13.03,2024,99,1
ITEM-0000324,image,fa,false,true,COLL-002,"training material,metadata quality,thesis",10.31,116,26606,3,11.18,2025,21,0
ITEM-0000325,pdf,zh,false,true,COLL-003,"poster,training material",18.8,229,17492,15,94.75,2019,282,0
ITEM-0000326,pdf,fa,false,true,COLL-011,"video lecture,accessibility",8.47,53,29367,6,0.66,2020,303,0
ITEM-0000327,text,zh,false,true,COLL-007,"training material,linguistics",3.52,324,635,20,70.24,2021,121,1
ITEM-0000328,text,fa,false,false,COLL-004,"thesis,policy,digital preservation",9.91,179,20851,11,67.09,2021,175,1
ITEM-0000329,text,en,false,true,COLL-016,"metadata quality,accessibility,poster",2.46,331,793,16,48.07,2016,294,0
ITEM-0000330,image,zh,false,true,COLL-006,"policy,linguistics,machine learning",5.63,246,6237,11,9.6,2021,323,1
ITEM-0000331,pdf,en,false,true,COLL-006,audio interview,4.43,356,168,16,34.32,2021,328,0
ITEM-0000332,pdf,es,false,true,COLL-018,"video lecture,linguistics,audio interview",15.7,350,18285,11,80.36,2020,295,0
ITEM-0000333,pdf,fa,false,true,COLL-017,"video lecture,accessibility",4.91,344,927,6,54.57,2017,339,0
ITEM-0000334,image,it,false,true,COLL-015,"policy,poster,machine learning",16.16,178,23838,8,105.13,2019,84,1
ITEM-0000335,text,fa,false,true,COLL-001,"audio interview,thesis,linguistics",9.9,162,25763,8,8.11,2023,356,0
ITEM-0000336,pdf,zh,false,true,COLL-007,"thesis,linguistics",2.31,293,465,10,9.12,2018,353,1
ITEM-0000337,pdf,es,false,true,COLL-016,"machine learning,training material,linguistics",14.84,177,11644,8,24.81,2016,274,1
ITEM-0000338,pdf,zh,false,true,COLL-005,training material,17.04,344,21133,11,74.48,2020,185,1
ITEM-0000339,image,fr,false,true,COLL-017,"video lecture,machine learning",16.09,307,6067,15,112.76,2019,152,1
ITEM-0000340,text,fr,false,true,COLL-016,"video lecture,linguistics,digital preservation",0.73,216,306,6,45.53,2021,318,1
ITEM-0000341,text,zh,false,true,COLL-019,"thesis,accessibility,audio interview",10.23,240,29647,6,50.29,2024,213,1
ITEM-0000342,image,fr,false,true,COLL-014,"digital preservation,training material",16.18,150,17480,17,51.87,2023,355,0
ITEM-0000343,pdf,fr,true,true,COLL-016,"accessibility,policy,video lecture",10.91,178,14831,10,94.24,2019,171,0
ITEM-0000344,pdf,ar,false,false,COLL-007,"poster,training material,digital preservation",5.57,226,13444,11,67.24,2019,226,0
ITEM-0000345,image,it,false,true,COLL-010,"linguistics,digital preservation",19.6,311,27059,9,42.61,2023,252,1
ITEM-0000346,pdf,es,false,true,COLL-011,"audio interview,linguistics,metadata quality",17.43,265,16055,20,96.93,2024,191,1
ITEM-0000347,pdf,fr,false,true,COLL-008,"audio interview,accessibility,thesis",5.79,350,16900,14,93.72,2019,235,1
ITEM-0000348,text,es,false,true,COLL-003,"metadata quality,audio interview,thesis",3.75,292,1899,3,11.47,2015,108,0
ITEM-0000349,pdf,ar,false,true,COLL-016,"training material,audio interview",5.32,117,9142,9,53.18,2015,118,0
ITEM-0000350,image,it,false,true,COLL-019,"training material,linguistics",11.2,326,27859,4,116.35,2021,229,0
ITEM-0000351,text,fa,false,true,COLL-001,"digital preservation,video lecture,audio interview",6.54,95,12442,11,57.8,2018,166,1
ITEM-0000352,text,zh,false,true,COLL-018,"thesis,metadata quality",9.65,294,21119,0,82.53,2015,38,1
ITEM-0000353,text,de,false,true,COLL-008,"poster,audio interview,linguistics",17.7,380,10350,13,47.37,2024,107,1
ITEM-0000354,pdf,zh,false,true,COLL-015,"poster,policy",13.14,146,18530,17,97.06,2017,17,0
ITEM-0000355,text,zh,false,true,COLL-001,accessibility,4.16,61,1195,0,18.26,2016,54,0
ITEM-0000356,text,en,false,true,COLL-005,audio interview,3.44,209,960,15,26.06,2019,61,1
ITEM-0000357,text,en,false,true,COLL-008,"policy,thesis",15.63,148,10950,2,65.18,2024,61,1
ITEM-0000358,text,zh,false,true,COLL-002,"training material,linguistics,accessibility",14.88,98,29095,1,23.9,2020,111,0
ITEM-0000359,pdf,fa,false,true,COLL-009,"accessibility,metadata quality,thesis",5.44,76,16810,20,35.86,2016,98,0
ITEM-0000360,pdf,de,false,true,COLL-020,"linguistics,machine learning",0.67,293,1514,1,69.73,2019,61,0
ITEM-0000361,pdf,ar,false,true,COLL-012,"thesis,machine learning",1.67,104,1198,20,18.47,2020,173,0
ITEM-0000362,text,zh,false,true,COLL-019,training material,13.94,70,13214,11,86.93,2022,338,1
ITEM-0000363,image,fr,false,true,COLL-018,"policy,machine learning",7.28,333,24617,14,33.04,2015,283,0
ITEM-0000364,image,de,false,true,COLL-018,"thesis,training material",15.63,59,11079,16,45.49,2023,257,1
ITEM-0000365,text,es,true,true,COLL-002,digital preservation,13.82,215,14277,17,18.5,2022,69,1
ITEM-0000366,image,fa,false,true,COLL-019,"machine learning,video lecture",17.53,100,11278,6,12.85,2021,147,0
ITEM-0000367,pdf,it,false,true,COLL-018,"metadata quality,video lecture,machine learning",4.8,156,1986,2,1.57,2025,150,1
ITEM-0000368,pdf,es,false,true,COLL-013,thesis,16.56,86,29061,8,63.48,2015,320,1
ITEM-0000369,pdf,ar,false,true,COLL-014,digital preservation,10.76,335,10862,7,68.4,2023,135,1
ITEM-0000370,image,it,false,false,COLL-018,"video lecture,metadata quality",15.95,386,16059,17,48.19,2020,361,0
ITEM-0000371,image,de,false,true,COLL-009,"policy,linguistics",15.4,361,15598,13,99.14,2021,115,0
ITEM-0000372,pdf,zh,true,false,COLL-007,"machine learning,audio interview",19.22,355,14321,0,87.16,2020,295,0
ITEM-0000373,text,ar,false,true,COLL-019,thesis,18.42,129,23730,16,66.76,2015,155,0
ITEM-0000374,pdf,ar,false,true,COLL-019,poster,5.5,341,18100,9,11.03,2023,86,0
ITEM-0000375,pdf,ar,false,true,COLL-014,thesis,13.02,245,23883,1,87.69,2023,274,0
ITEM-0000376,text,en,false,true,COLL-011,"thesis,digital preservation,machine learning",15.08,373,25771,19,111.44,2015,222,1
ITEM-0000377,text,zh,false,true,COLL-011,policy,13.64,354,29669,12,116.52,2017,179,0
ITEM-0000378,text,fr,false,true,COLL-007,"metadata quality,poster",11.64,93,13603,1,65.78,2020,230,1
ITEM-0000379,text,fa,false,false,COLL-003,linguistics,4.32,176,1173,19,119.65,2015,294,0
ITEM-0000380,text,fr,false,true,COLL-015,"digital preservation,policy,machine learning",8.56,226,15509,11,41.8,2023,231,0
ITEM-0000381,image,en,false,true,COLL-005,"machine learning,video lecture",18.52,129,17249,7,23.96,2016,96,0
ITEM-0000382,image,de,false,true,COLL-009,"policy,poster,digital preservation",14.03,61,20439,3,36.61,2017,126,1
ITEM-0000383,pdf,en,false,true,COLL-020,"machine learning,policy",14.05,319,26742,0,45.19,2017,316,0
ITEM-0000384,pdf,en,false,false,COLL-013,metadata quality,13.27,188,26639,0,7.99,2024,254,1
ITEM-0000385,pdf,it,false,true,COLL-002,training material,10.42,355,20881,3,108.46,2017,33,0
ITEM-0000386,text,ar,false,true,COLL-017,"machine learning,audio interview",6.45,59,10144,15,47.21,2022,246,1
ITEM-0000387,text,fr,true,true,COLL-020,"linguistics,thesis,metadata quality",17.63,165,14181,0,113.3,2018,304,0
ITEM-0000388,image,fr,false,true,COLL-018,"thesis,digital preservation,audio interview",5.19,359,15236,4,51.18,2020,14,1
ITEM-0000389,pdf,es,false,true,COLL-005,"machine learning,video lecture,metadata quality",13.93,124,19092,16,109.15,2018,205,0
ITEM-0000390,pdf,es,false,true,COLL-020,"audio interview,poster,thesis",19.24,190,25868,9,53.16,2023,270,0
ITEM-0000391,image,it,false,true,COLL-013,"policy,digital preservation",12.13,90,16772,7,82.49,2016,185,1
ITEM-0000392,text,de,false,false,COLL-007,digital preservation,3.69,57,1665,7,3.87,2025,240,1
ITEM-0000393,pdf,fa,false,true,COLL-013,"video lecture,metadata quality,training material",18.58,216,21054,14,104.06,2024,349,1
ITEM-0000394,pdf,fa,false,true,COLL-013,"linguistics,machine learning,thesis",10.74,283,19798,1,62.48,2024,309,0
ITEM-0000395,text,en,false,false,COLL-015,"policy,accessibility,training material",6.18,286,14368,12,106.13,2019,270,0
ITEM-0000396,text,ar,false,true,COLL-019,"thesis,policy,accessibility",2.71,329,1525,18,112.54,2019,150,0
ITEM-0000397,image,it,false,true,COLL-013,"training material,poster,digital preservation",5.38,113,10373,20,108.86,2016,103,0
ITEM-0000398,pdf,fr,false,true,COLL-010,"policy,audio interview",7.88,221,10599,12,5.27,2016,300,0
ITEM-0000399,text,it,false,true,COLL-001,"policy,thesis,poster",12.72,51,11647,3,107.83,2015,51,1
ITEM-0000400,image,zh,false,true,COLL-007,digital preservation,11.98,90,19479,15,54.45,2017,272,0
ITEM-0000401,pdf,en,false,false,COLL-006,"audio interview,poster,training material",3.39,66,397,20,41.88,2018,261,1
ITEM-0000402,text,ar,false,true,COLL-003,"training material,accessibility",3.96,68,837,14,89.92,2023,226,0
ITEM-0000403,pdf,de,false,true,COLL-017,policy,6.21,218,13992,4,14.64,2020,323,1
ITEM-0000404,text,zh,false,false,COLL-012,poster,14.62,197,28160,19,112.07,2021,302,1
ITEM-0000405,image,de,false,false,COLL-001,machine learning,11.47,302,21309,16,87.5,2024,333,0
ITEM-0000406,pdf,ar,false,true,COLL-007,linguistics,9.57,365,11793,3,88.5,2019,235,1
ITEM-0000407,image,ar,false,true,COLL-011,"metadata quality,poster",4.42,207,238,9,30.53,2020,250,1
ITEM-0000408,image,it,false,true,COLL-005,"digital preservation,policy",12.51,219,11357,0,99.85,2025,125,1
ITEM-0000409,image,zh,false,true,COLL-018,"machine learning,thesis,video lecture",17.9,261,20154,17,107.51,2024,134,0
ITEM-0000410,text,fr,false,true,COLL-020,audio interview,16.09,193,9892,11,7.95,2018,294,0
ITEM-0000411,pdf,ar,false,false,COLL-007,"audio interview,digital preservation,accessibility",14.25,261,13896,10,85.18,2020,210,0
ITEM-0000412,text,fr,false,false,COLL-017,"video lecture,digital preservation",7.8,277,8034,1,93.33,2023,351,0
ITEM-0000413,image,en,false,true,COLL-017,machine learning,15.5,396,21913,3,98.66,2017,110,0
ITEM-0000414,pdf,es,false,true,COLL-010,poster,6.56,94,24473,1,82.45,2020,87,1
ITEM-0000415,text,ar,false,true,COLL-009,digital preservation,15.29,152,15514,20,107.06,2018,78,0
ITEM-0000416,image,ar,false,true,COLL-010,"thesis,digital preservation,accessibility",5.84,313,23337,0,115.0,2017,116,0
ITEM-0000417,image,en,false,true,COLL-014,"digital preservation,poster",6.57,116,6662,10,64.87,2020,103,0
ITEM-0000418,text,de,false,true,COLL-018,policy,17.88,278,27916,20,100.34,2018,184,1
ITEM-0000419,text,it,false,false,COLL-005,"audio interview,video lecture,metadata quality",11.57,289,27891,2,97.54,2020,41,0
ITEM-0000420,pdf,es,false,true,COLL-015,audio interview,4.08,216,1907,10,94.65,2020,171,1
ITEM-0000421,image,es,false,true,COLL-010,"policy,metadata quality,poster",15.47,102,21644,19,68.96,2024,62,1
ITEM-0000422,pdf,fa,false,true,COLL-011,"thesis,digital preservation,accessibility",5.15,246,20806,7,65.75,2018,300,0
ITEM-0000423,image,es,false,true,COLL-013,poster,14.92,353,8746,18,100.41,2018,237,1
ITEM-0000424,image,en,true,true,COLL-019,"machine learning,digital preservation,poster",2.62,217,876,19,92.56,2022,85,1
ITEM-0000425,image,ar,false,true,COLL-010,"video lecture,accessibility",9.33,278,23937,9,46.8,2017,112,0
